,CL_NM,TRRSRT_NM,ADDR,ADDR_new,TEL_NO,TOT_ENTRN_NMPR_CO,SETLE_PRICE,ENTRN_DE,SGNG_CD,LGDNG_CD
27,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,1,17500,20220306,50130,31024
28,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,1,17500,20220306,50130,31024
29,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,2,81800,20220306,50130,31024
30,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,2,81800,20220306,50130,31024
31,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,1,10500,20220306,50130,31024
32,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,1,17500,20220306,50130,31024
33,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,1,10500,20220306,50130,31024
34,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,3,38500,20220307,50130,31024
35,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,4,56000,20220307,50130,31024
36,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,3,38500,20220307,50130,31024
37,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,1,17500,20220307,50130,31024
38,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,3,38500,20220307,50130,31024
39,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,1,41700,20220307,50130,31024
40,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,1,17500,20220307,50130,31024
41,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,2,81800,20220307,50130,31024
42,키즈,공룡랜드,제주 제주시 애월읍 광령평화2길 1,제주특별자치도 제주시 애월읍 광령리,647463060.0,2,18000,20220308,50110,25321
43,키즈,공룡랜드,제주 제주시 애월읍 광령평화2길 1,제주특별자치도 제주시 애월읍 광령리,647463060.0,2,0,20220308,50110,25321
44,키즈,공룡랜드,제주 제주시 애월읍 광령평화2길 1,제주특별자치도 제주시 애월읍 광령리,647463060.0,1,0,20220308,50110,25321
45,키즈,공룡랜드,제주 제주시 애월읍 광령평화2길 1,제주특별자치도 제주시 애월읍 광령리,647463060.0,1,0,20220308,50110,25321
46,키즈,공룡랜드,제주 제주시 애월읍 광령평화2길 1,제주특별자치도 제주시 애월읍 광령리,647463060.0,2,0,20220308,50110,25321
47,키즈,뽀로로앤타요 테마파크,제주 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리,647428555.0,3,38500,20220308,50130,31024
